1713525310.7378972,yolov5n,6.jpg,0.6105115413665771,624.9048709869385,1.2864603996276855,europe-west3,500
1713525311.8554342,yolov5n,6.jpg,0.5733489990234375,527.2324085235596,1.1167325973510742,europe-west1,500
1713525313.8051538,yolov5n,6.jpg,0.7744970321655273,1132.6849460601807,1.9488189220428467,europe-west2,500
1713525315.1357467,yolov5n,6.jpg,0.5190396308898926,784.8680019378662,1.3299140930175781,europe-west9,500
1713525316.7897892,yolov5n,6.jpg,0.9070899486541748,700.9673118591309,1.6533095836639404,europe-west3,500
1713525318.0360558,yolov5n,6.jpg,0.40837645530700684,790.0910377502441,1.2456018924713135,europe-west2,500
1713525319.1982543,yolov5n,6.jpg,0.5968830585479736,539.3555164337158,1.161529779434204,europe-west1,500
1713525320.317154,yolov5n,6.jpg,0.5654489994049072,501.25932693481445,1.118314504623413,europe-west9,500
1713525570.9385855,yolov5n,6.jpg,0.5136816501617432,270.50161361694336,0.8094818592071533,europe-west3,1000
1713525571.6763391,yolov5n,6.jpg,0.3532710075378418,339.60676193237305,0.73710036277771,europe-west3,1000
1713525572.7255123,yolov5n,6.jpg,0.7761633396148682,225.1455783843994,1.048511028289795,europe-west3,1000
1713525573.7540352,yolov5n,6.jpg,0.7516326904296875,253.27229499816895,1.0276591777801514,europe-west3,1000
1713525575.104439,yolov5n,6.jpg,0.5659689903259277,732.2814464569092,1.3497495651245117,europe-west3,500
1713525576.2508242,yolov5n,6.jpg,0.3977620601654053,730.4584980010986,1.145611047744751,europe-west2,500
1713525577.8731618,yolov5n,6.jpg,0.7810907363891602,769.1538333892822,1.6216156482696533,europe-west1,500
1713525579.222783,yolov5n,6.jpg,0.6759212017059326,649.3360996246338,1.3478753566741943,europe-west9,500
1713525844.0743504,yolov5n,6.jpg,0.8783931732177734,332.7674865722656,1.2584784030914307,europe-west3,1000
1713525845.105287,yolov5n,6.jpg,0.6763834953308105,307.6791763305664,1.0302205085754395,europe-west3,1000
1713525846.0970309,yolov5n,6.jpg,0.6410064697265625,326.216459274292,0.991065502166748,europe-west3,1000
1713525847.2180388,yolov5n,6.jpg,0.6989579200744629,373.77381324768066,1.1203885078430176,europe-west3,1000
1713525848.0616953,yolov5n,6.jpg,0.357877254486084,467.846155166626,0.843015193939209,europe-west2,1000
1713525848.96128,yolov5n,6.jpg,0.5310752391815186,321.0737705230713,0.898918867111206,europe-west2,1000
1713525849.776867,yolov5n,6.jpg,0.4618797302246094,331.83979988098145,0.8149392604827881,europe-west2,1000
1713525850.759739,yolov5n,6.jpg,0.6142137050628662,321.5136528015137,0.9822592735290527,europe-west2,1000
1713525851.5914388,yolov5n,6.jpg,0.6823883056640625,103.65581512451172,0.8042552471160889,europe-west3,1000
1713525852.2804883,yolov5n,6.jpg,0.5292408466339111,107.26308822631836,0.6884496212005615,europe-west3,1000
1713525852.9181125,yolov5n,6.jpg,0.5074172019958496,106.55617713928223,0.6369788646697998,europe-west3,1000
1713525853.801302,yolov5n,6.jpg,0.6673076152801514,165.82298278808594,0.8825876712799072,europe-west3,1000
1713525854.606578,yolov5n,6.jpg,0.4252040386199951,356.74357414245605,0.8046305179595947,europe-west2,1000
1713525855.4307323,yolov5n,6.jpg,0.38524651527404785,389.8003101348877,0.8235101699829102,europe-west2,1000
1713525856.3648531,yolov5n,6.jpg,0.5156657695770264,368.0379390716553,0.9331710338592529,europe-west2,1000
1713525857.2153356,yolov5n,6.jpg,0.46787357330322266,364.03608322143555,0.8498330116271973,europe-west2,1000
1713525858.337777,yolov5n,6.jpg,0.736518383026123,309.9520206451416,1.0970261096954346,europe-west3,1000
1713525859.3722603,yolov5n,6.jpg,0.6645364761352539,346.6935157775879,1.0338506698608398,europe-west3,1000
1713525860.5033288,yolov5n,6.jpg,0.7722916603088379,311.4492893218994,1.130260944366455,europe-west3,1000
1713525861.4516811,yolov5n,6.jpg,0.58380126953125,342.404842376709,0.947655200958252,europe-west3,1000
1713525862.2974226,yolov5n,6.jpg,0.5604197978973389,237.76602745056152,0.8449714183807373,europe-west2,1000
1713525862.8588102,yolov5n,6.jpg,0.343402624130249,190.66286087036133,0.5607249736785889,europe-west2,1000
