0,0,4.0
7,8,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
1,0,14.0
0,0,14.0
1,0,14.0
1,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
1,0,14.0
0,0,14.0
0,0,14.0
1,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
1,0,14.0
1,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
0,0,14.0
1,1,13.0
0,0,13.0
1,1,14.0
1,1,13.0
1,1,14.0
0,0,14.0
1,1,13.0
1,1,14.0
1,1,13.0
