Time,Model Name,File Name,Propagation Delay (s),Processing Delay (ms),E2E Delay (s),location,core
1712158522.06719,yolov5n,6.jpg,0.128120422363281,902.003288269043,1.03010940551758,london,half
1712158522.61087,yolov5n,6.jpg,0.267983913421631,274.723291397095,0.542690753936768,london,half
1712158523.5848,yolov5n,6.jpg,0.163559913635254,809.309482574463,0.972851753234863,london,half
1712158524.08766,yolov5n,6.jpg,0.158425092697144,343.733310699463,0.50214409828186,london,half
1712158524.93313,yolov5n,6.jpg,0.266389608383179,578.197002410889,0.844565153121948,london,half
1712158525.46943,yolov5n,6.jpg,0.143722295761108,391.93058013916,0.535638570785522,london,half
1712158526.03182,yolov5n,6.jpg,0.28586483001709,275.856018066406,0.561701536178589,london,half
1712158526.97381,yolov5n,6.jpg,0.143171548843384,798.134088516235,0.941282510757446,london,half
1712158527.9385,yolov5n,6.jpg,0.206555366516113,757.414102554321,0.963943004608154,london,half
1712158528.55713,yolov5n,6.jpg,0.309790372848511,307.469844818115,0.617241144180298,london,half
1712158529.06079,yolov5n,6.jpg,0.133542776107788,369.395732879639,0.502923488616943,london,half
1712158530.00117,yolov5n,6.jpg,0.171152591705322,768.451929092407,0.93958306312561,london,half
1712158530.63584,yolov5n,6.jpg,0.296455860137939,337.419271469116,0.633853912353516,london,half
1712158531.5814,yolov5n,6.jpg,0.158174514770508,786.583185195923,0.944739103317261,london,half
1712158532.19784,yolov5n,6.jpg,0.267050504684448,348.630905151367,0.61566162109375,london,half
1712158533.16044,yolov5n,6.jpg,0.220812559127808,741.029739379883,0.961826086044312,london,half
1712158533.67298,yolov5n,6.jpg,0.228194952011108,283.783674240112,0.511960983276367,london,half
1712158534.96826,yolov5n,6.jpg,0.444492816925049,849.955081939697,1.29442119598389,london,half
1712158535.53772,yolov5n,6.jpg,0.215416431427002,352.95581817627,0.568352699279785,london,half
1712158536.49723,yolov5n,6.jpg,0.237045288085937,721.529006958008,0.958551645278931,london,half
1712158537.55529,yolov5n,6.jpg,0.298190355300903,759.005784988403,1.05717992782593,london,half
1712158538.05076,yolov5n,6.jpg,0.216737747192383,278.053283691406,0.494776010513306,london,half
1712158538.99061,yolov5n,6.jpg,0.162024021148682,777.019500732422,0.939022779464722,london,half
1712158539.63187,yolov5n,6.jpg,0.296206712722778,344.337701797485,0.640522718429565,london,half
1712158540.61717,yolov5n,6.jpg,0.171939849853516,812.661409378052,0.984582662582397,london,half
1712158541.29043,yolov5n,6.jpg,0.156376600265503,515.857219696045,0.672211408615112,london,half
1712158542.33361,yolov5n,6.jpg,0.282382011413574,759.813547134399,1.04217386245728,london,half
1712158542.94947,yolov5n,6.jpg,0.222145080566406,392.996788024902,0.615122079849243,london,half
1712158543.99548,yolov5n,6.jpg,0.256237506866455,789.101362228394,1.04530072212219,london,half
1712158544.58907,yolov5n,6.jpg,0.353819608688354,237.996578216553,0.591795444488525,london,half
1712158545.03935,yolov5n,6.jpg,0.199060678482056,250.16713142395,0.449209451675415,london,half
1712158545.89344,yolov5n,6.jpg,0.162153720855713,690.77730178833,0.852913379669189,london,half
1712158546.62969,yolov5n,6.jpg,0.202165603637695,533.430576324463,0.735580444335938,london,half
1712158547.39849,yolov5n,6.jpg,0.461991548538208,306.108713150024,0.7680823802948,london,half
1712158548.12609,yolov5n,6.jpg,0.479092121124268,247.885227203369,0.726960182189941,london,half
1712158549.36032,yolov5n,6.jpg,0.432542085647583,800.757646560669,1.23327779769897,london,half
1712158549.84313,yolov5n,6.jpg,0.205810308456421,276.083946228027,0.481872797012329,london,half
1712158550.69352,yolov5n,6.jpg,0.229478120803833,620.209455490112,0.849667072296143,london,half
1712158551.19826,yolov5n,6.jpg,0.259968280792236,243.821859359741,0.50377082824707,london,half
1712158552.15147,yolov5n,6.jpg,0.307145357131958,645.25032043457,0.95237398147583,london,half
1712158552.81646,yolov5n,6.jpg,0.377707719802856,286.326885223389,0.66401743888855,london,half
1712158554.07259,yolov5n,6.jpg,0.473542928695679,781.982660293579,1.2555091381073,london,half
1712158554.60949,yolov5n,6.jpg,0.273561000823975,262.747526168823,0.53629207611084,london,half
1712158555.59162,yolov5n,6.jpg,0.164390563964844,817.075729370117,0.98144793510437,london,half
1712158556.56299,yolov5n,6.jpg,0.235175132751465,735.453367233276,0.970582008361816,london,half
1712158557.06977,yolov5n,6.jpg,0.142401218414307,362.883329391479,0.505261421203613,london,half
1712158557.95954,yolov5n,6.jpg,0.1322021484375,756.575107574463,0.888758659362793,london,half
1712158558.50911,yolov5n,6.jpg,0.17432975769043,374.292135238647,0.548593759536743,london,half
1712158559.35903,yolov5n,6.jpg,0.208769559860229,639.976263046265,0.848725318908691,london,half
1712158559.77094,yolov5n,6.jpg,0.140100955963135,271.00944519043,0.41109299659729,london,half
1712158560.72621,yolov5n,6.jpg,0.177279233932495,777.163982391357,0.954424619674683,london,half
1712158561.29028,yolov5n,6.jpg,0.155179738998413,408.141374588013,0.563297033309937,london,half
1712158562.29208,yolov5n,6.jpg,0.157469511032105,843.25122833252,1.00069856643677,london,half
1712158562.72219,yolov5n,6.jpg,0.176482677459717,252.927303314209,0.42929482460022,london,half
1712158563.47907,yolov5n,6.jpg,0.354722261428833,400.36416053772,0.755069255828857,london,half
1712158564.50629,yolov5n,6.jpg,0.278902292251587,747.522115707397,1.02640581130981,london,half
1712158565.64894,yolov5n,6.jpg,0.291869401931763,849.913835525513,1.14176750183105,london,half
1712158572.56824,yolov5n,6.jpg,6.66837573051453,250.200033187866,6.91855335235596,london,half
1712158573.2268,yolov5n,6.jpg,0.289321422576904,368.345975875854,0.657645463943481,london,half
